date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:40:25	4099/4099	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:40:26%20GMT	http://hub.yourtakeonscience.com/hub/default?id=698&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default2780.html	(from http://hub.yourtakeonscience.com/hub/default?id=710;prvw;js=y)
18:40:26	3368/3368	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:40:27%20GMT	http://hub.yourtakeonscience.com/hub/default?id=890&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaultb472.html	(from http://hub.yourtakeonscience.com/hub/default?id=698;prvw;js=y)
18:40:27	3228/3228	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:40:28%20GMT	http://hub.yourtakeonscience.com/hub/default?id=489&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default3358.html	(from http://hub.yourtakeonscience.com/hub/default?id=890;prvw;js=y)
18:40:31	20740/20740	---M-Z	200	added ('OK')	image/png	etag:%22147f16-5104-5451ae87e2318%22	http://img.webring.com/s/ip/peterwesternuk/10195284_b.png	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/img.webring.com/s/ip/peterwesternuk/10195284_b.png	(from http://hub.yourtakeonscience.com/hub/default?id=890;prvw;js=y)
18:40:31	103491/103491	---MCZ	200	added ('OK')	image/png	etag:%22145569-19443-543325b047d80%22	http://img.webring.com/s/bk/king5021/10007319_b.png	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/img.webring.com/s/bk/king5021/10007319_b.png	(from http://hub.yourtakeonscience.com/hub/default?id=712;prvw;js=y)
18:40:31	3293/3293	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:40:32%20GMT	http://hub.yourtakeonscience.com/hub/default?id=891&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default9ca5.html	(from http://hub.yourtakeonscience.com/hub/default?id=489;prvw;js=y)
18:40:32	3280/3280	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:40:33%20GMT	http://hub.yourtakeonscience.com/hub/default?id=283&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaultaa90.html	(from http://hub.yourtakeonscience.com/hub/default?id=891;prvw;js=y)
18:40:41	104848/104848	---MCZ	200	added ('OK')	image/png	etag:%2214572a-19990-541d751b2ce00%22	http://img.webring.com/s/bk/king5021/10093653_b.png	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/img.webring.com/s/bk/king5021/10093653_b.png	(from http://hub.yourtakeonscience.com/hub/default?id=710;prvw;js=y)
18:40:41	3455/3455	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:40:42%20GMT	http://hub.yourtakeonscience.com/hub/default?id=440&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default4a8f.html	(from http://hub.yourtakeonscience.com/hub/default?id=283;prvw;js=y)
18:40:52	118594/118594	---MCZ	200	added ('OK')	image/png	etag:%22147f19-1cf42-544c59f46b4a6%22	http://img.webring.com/s/ip/peterwesternuk/10195831_b.png	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/img.webring.com/s/ip/peterwesternuk/10195831_b.png	(from http://hub.yourtakeonscience.com/hub/default?id=891;prvw;js=y)
18:40:52	160576/160576	---MCZ	200	added ('OK')	image/png	etag:%222656fb-27340-5447a7c99065a%22	http://img.webring.com/s/so/offthebeatenpathdotws1/defurl1_b.png	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/img.webring.com/s/so/offthebeatenpathdotws1/defurl1_b.png	(from http://hub.yourtakeonscience.com/hub/default?id=698;prvw;js=y)
18:40:52	406/406	---M-Z	302	error ('Found')	text/html	date:Mon,%2005%20Feb%202018%2020:40:53%20GMT	http://hub.yourtakeonscience.com/hub/default?id=30&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default.e378e7.delayed	(from http://hub.yourtakeonscience.com/hub/default?id=440;prvw;js=y)
18:40:53	3140/3140	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:40:54%20GMT	http://hub.yourtakeonscience.com/hub/default?id=202&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default33db.html	(from http://hub.yourtakeonscience.com/hub/default?id=30;prvw;js=y)
18:40:53	136446/136446	---MCZ	200	added ('OK')	image/png	etag:%22236645-214fe-544a11a7bed28%22	http://img.webring.com/s/jb/bennecelli/10096577_b.png	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/img.webring.com/s/jb/bennecelli/10096577_b.png	(from http://hub.yourtakeonscience.com/hub/default?id=489;prvw;js=y)
18:40:54	79768/79768	---MCZ	200	added ('OK')	image/png	etag:%22174f07-13798-54490bf5c451c%22	http://img.webring.com/s/vw/wrug/10087308_b.png	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/img.webring.com/s/vw/wrug/10087308_b.png	(from http://hub.yourtakeonscience.com/hub/default?id=283;prvw;js=y)
18:40:54	45205/45205	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:40:55%20GMT	http://hub.yourtakeonscience.com/hub/default?list&page=4	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaultde78.html	(from http://hub.yourtakeonscience.com/hub/default?list&page=3)
18:40:55	25790/25790	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:40:56%20GMT	http://hub.yourtakeonscience.com/hub/default?id=589;prvw;js=n	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default2dd9.html	(from http://hub.yourtakeonscience.com/hub/default?list&page=3)
18:40:55	25790/25790	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:40:56%20GMT	http://hub.yourtakeonscience.com/hub/default?id=719;prvw;js=n	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default714c.html	(from http://hub.yourtakeonscience.com/hub/default?list&page=3)
18:40:56	25790/25790	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:40:57%20GMT	http://hub.yourtakeonscience.com/hub/default?id=288;prvw;js=n	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaulte79a.html	(from http://hub.yourtakeonscience.com/hub/default?list&page=3)
18:40:56	25790/25790	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:40:57%20GMT	http://hub.yourtakeonscience.com/hub/default?id=630;prvw;js=n	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaultf315.html	(from http://hub.yourtakeonscience.com/hub/default?list&page=3)
18:40:57	25789/25789	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:40:58%20GMT	http://hub.yourtakeonscience.com/hub/default?id=79;prvw;js=n	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default4696.html	(from http://hub.yourtakeonscience.com/hub/default?list&page=3)
18:40:57	25789/25789	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:40:58%20GMT	http://hub.yourtakeonscience.com/hub/default?id=25;prvw;js=n	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default6897.html	(from http://hub.yourtakeonscience.com/hub/default?list&page=3)
18:40:58	25790/25790	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:40:59%20GMT	http://hub.yourtakeonscience.com/hub/default?id=122;prvw;js=n	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default88ac.html	(from http://hub.yourtakeonscience.com/hub/default?list&page=3)
18:40:58	25790/25790	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:40:59%20GMT	http://hub.yourtakeonscience.com/hub/default?id=898;prvw;js=n	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaultccde.html	(from http://hub.yourtakeonscience.com/hub/default?list&page=3)
18:40:59	25789/25789	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:41:00%20GMT	http://hub.yourtakeonscience.com/hub/default?id=71;prvw;js=n	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default2d42.html	(from http://hub.yourtakeonscience.com/hub/default?list&page=3)
18:40:59	25789/25789	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:41:00%20GMT	http://hub.yourtakeonscience.com/hub/default?id=24;prvw;js=n	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default9413.html	(from http://hub.yourtakeonscience.com/hub/default?list&page=3)
18:41:00	3231/3231	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:41:01%20GMT	http://hub.yourtakeonscience.com/hub/default?id=102;prvw;js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaultc7f6.html	(from http://hub.yourtakeonscience.com/hub/default?id=102;prvw;js=n)
18:41:00	3418/3418	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:41:01%20GMT	http://hub.yourtakeonscience.com/hub/default?id=492;prvw;js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaultb4e7.html	(from http://hub.yourtakeonscience.com/hub/default?id=492;prvw;js=n)
18:41:01	3268/3268	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:41:02%20GMT	http://hub.yourtakeonscience.com/hub/default?id=206;prvw;js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaultca33.html	(from http://hub.yourtakeonscience.com/hub/default?id=206;prvw;js=n)
18:41:01	3278/3278	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:41:02%20GMT	http://hub.yourtakeonscience.com/hub/default?id=23;prvw;js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaultb3b2.html	(from http://hub.yourtakeonscience.com/hub/default?id=23;prvw;js=n)
18:41:02	3293/3293	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:41:03%20GMT	http://hub.yourtakeonscience.com/hub/default?id=423;prvw;js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaultc132.html	(from http://hub.yourtakeonscience.com/hub/default?id=423;prvw;js=n)
18:41:03	3468/3468	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:41:03%20GMT	http://hub.yourtakeonscience.com/hub/default?id=861;prvw;js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaulteff1.html	(from http://hub.yourtakeonscience.com/hub/default?id=861;prvw;js=n)
18:41:03	3322/3322	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:41:04%20GMT	http://hub.yourtakeonscience.com/hub/default?id=544;prvw;js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaultd9af.html	(from http://hub.yourtakeonscience.com/hub/default?id=544;prvw;js=n)
18:41:04	3339/3339	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:41:04%20GMT	http://hub.yourtakeonscience.com/hub/default?id=453;prvw;js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaultf4b7.html	(from http://hub.yourtakeonscience.com/hub/default?id=453;prvw;js=n)
18:41:04	3226/3226	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:41:05%20GMT	http://hub.yourtakeonscience.com/hub/default?id=8;prvw;js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaultba18.html	(from http://hub.yourtakeonscience.com/hub/default?id=8;prvw;js=n)
18:41:05	3137/3137	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:41:05%20GMT	http://hub.yourtakeonscience.com/hub/default?id=584;prvw;js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default49bb.html	(from http://hub.yourtakeonscience.com/hub/default?id=584;prvw;js=n)
18:41:05	0/-1	---M--	302	error ('')			http://hub.yourtakeonscience.com/hub/default?id=30&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default.fc78e7.delayed	(from http://hub.yourtakeonscience.com/hub/default?id=202;prvw;js=y)
18:41:05	3340/3340	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:41:06%20GMT	http://hub.yourtakeonscience.com/hub/default?id=12&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default2406.html	(from http://hub.yourtakeonscience.com/hub/default?id=202;prvw;js=y)
18:41:06	104405/104405	---MCZ	200	added ('OK')	image/png	etag:%2223db13-197d5-545e90d61fc0b%22	http://img.webring.com/s/ka/andrea2292/10099568_b.png	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/img.webring.com/s/ka/andrea2292/10099568_b.png	(from http://hub.yourtakeonscience.com/hub/default?id=440;prvw;js=y)
18:41:06	3584/3584	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:41:07%20GMT	http://hub.yourtakeonscience.com/hub/default?id=894&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default72fd.html	(from http://hub.yourtakeonscience.com/hub/default?id=12;prvw;js=y)
18:41:07	3240/3240	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:41:08%20GMT	http://hub.yourtakeonscience.com/hub/default?id=60&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaultabb2.html	(from http://hub.yourtakeonscience.com/hub/default?id=894;prvw;js=y)
18:41:12	38580/38580	---M-Z	200	added ('OK')	image/png	etag:%22289432-96b4-5449d004934ab%22	http://img.webring.com/s/wj/joedunphy/10185997_b.png	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/img.webring.com/s/wj/joedunphy/10185997_b.png	(from http://hub.yourtakeonscience.com/hub/default?id=12;prvw;js=y)
18:41:12	3179/3179	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:41:13%20GMT	http://hub.yourtakeonscience.com/hub/default?id=883&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaultf331.html	(from http://hub.yourtakeonscience.com/hub/default?id=60;prvw;js=y)
18:41:14	58257/58257	---M-Z	200	added ('OK')	image/png	etag:%2228196e-e391-545799b10f9fa%22	http://img.webring.com/s/uz/zilver/10149699_b.png	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/img.webring.com/s/uz/zilver/10149699_b.png	(from http://hub.yourtakeonscience.com/hub/default?id=202;prvw;js=y)
18:41:14	3493/3493	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:41:15%20GMT	http://hub.yourtakeonscience.com/hub/default?id=365&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default7b80.html	(from http://hub.yourtakeonscience.com/hub/default?id=883;prvw;js=y)
18:41:15	51111/51111	---M-Z	200	added ('OK')	image/png	etag:%22286dfd-c7a7-54529164ef034%22	http://img.webring.com/s/vs/south_devon_players/defurl_b.png	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/img.webring.com/s/vs/south_devon_players/defurl_b.png	(from http://hub.yourtakeonscience.com/hub/default?id=894;prvw;js=y)
18:41:16	3202/3202	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:41:16%20GMT	http://hub.yourtakeonscience.com/hub/default?id=518&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default7684.html	(from http://hub.yourtakeonscience.com/hub/default?id=365;prvw;js=y)
18:41:23	200687/200687	---MCZ	200	added ('OK')	image/png	etag:%221c78e0-30fef-544e0e250aae8%22	http://img.webring.com/s/lb/black_rock_city/200082922_b.png	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/img.webring.com/s/lb/black_rock_city/200082922_b.png	(from http://hub.yourtakeonscience.com/hub/default?id=30;prvw;js=y)
18:41:23	67119/67119	---MCZ	200	added ('OK')	image/png	etag:%2221dede-1062f-53d00d8e90f00%22	http://img.webring.com/s/ga/androb/988313933100_b.png	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/img.webring.com/s/ga/androb/988313933100_b.png	(from http://hub.yourtakeonscience.com/hub/default?id=60;prvw;js=y)
18:41:24	3306/3306	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:41:24%20GMT	http://hub.yourtakeonscience.com/hub/default?id=533&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaultf5b3.html	(from http://hub.yourtakeonscience.com/hub/default?id=518;prvw;js=y)
18:41:25	3140/3140	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:41:25%20GMT	http://hub.yourtakeonscience.com/hub/default?id=14&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaultac3f.html	(from http://hub.yourtakeonscience.com/hub/default?id=533;prvw;js=y)
18:41:26	75907/75907	---MCZ	200	added ('OK')	image/png	etag:%2227a135-12883-543df322586fd%22	http://img.webring.com/s/tr/rings/defurl_b.png	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/img.webring.com/s/tr/rings/defurl_b.png	(from http://hub.yourtakeonscience.com/hub/default?id=883;prvw;js=y)
18:41:27	3532/3532	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:41:28%20GMT	http://hub.yourtakeonscience.com/hub/default?id=16&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default1e49.html	(from http://hub.yourtakeonscience.com/hub/default?id=14;prvw;js=y)
18:41:27	319/319	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Feb%202018%2020:41:28%20GMT	http://img.webring.com/s/me/elomstrapunzillo/970328739100_b.png	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/img.webring.com/s/me/elomstrapunzillo/970328739100_b.10e.delayed	(from http://hub.yourtakeonscience.com/hub/default?id=14;prvw;js=y)
18:41:28	3231/3231	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:41:29%20GMT	http://hub.yourtakeonscience.com/hub/default?id=102&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default0aee.html	(from http://hub.yourtakeonscience.com/hub/default?id=16;prvw;js=y)
18:41:31	44291/44291	---M-Z	200	added ('OK')	image/png	etag:%221eca85-ad03-5456c4983fabe%22	http://img.webring.com/s/cf/fuller/10192349_b.png	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/img.webring.com/s/cf/fuller/10192349_b.png	(from http://hub.yourtakeonscience.com/hub/default?id=533;prvw;js=y)
18:41:32	3432/3432	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:41:33%20GMT	http://hub.yourtakeonscience.com/hub/default?id=90&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaultf240.html	(from http://hub.yourtakeonscience.com/hub/default?id=3&prvw&js=y)
18:41:36	77314/77314	---MCZ	200	added ('OK')	image/png	etag:%2227f71c-12e02-543d65dc4ab27%22	http://img.webring.com/s/ul/lhorst/defurl_b.png	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/img.webring.com/s/ul/lhorst/defurl_b.png	(from http://hub.yourtakeonscience.com/hub/default?id=518;prvw;js=y)
18:41:36	0/-1	---M--	302	error ('')			http://hub.yourtakeonscience.com/hub/default?id=30&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default.11378e7.delayed	(from http://hub.yourtakeonscience.com/hub/default?id=440&prvw&js=y)
18:41:36	0/-1	---M--	302	error ('')			http://hub.yourtakeonscience.com/hub/default?id=30&prvw&js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default.11478e7.delayed	(from http://hub.yourtakeonscience.com/hub/default?id=202&prvw&js=y)
18:41:37	44280/44280	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:41:38%20GMT	http://hub.yourtakeonscience.com/hub/default?list&page=5	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaultf83a.html	(from http://hub.yourtakeonscience.com/hub/default?list&page=4)
18:41:38	25789/25789	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:41:38%20GMT	http://hub.yourtakeonscience.com/hub/default?id=58;prvw;js=n	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaulta266.html	(from http://hub.yourtakeonscience.com/hub/default?list&page=4)
18:41:38	137544/137544	---MCZ	200	added ('OK')	image/png	etag:%22147f3b-21948-544c26c87568c%22	http://img.webring.com/s/ip/peterwesternuk/10003144_b.png	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/img.webring.com/s/ip/peterwesternuk/10003144_b.png	(from http://hub.yourtakeonscience.com/hub/default?id=365;prvw;js=y)
18:41:38	25790/25790	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:41:39%20GMT	http://hub.yourtakeonscience.com/hub/default?id=406;prvw;js=n	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaultbfdc.html	(from http://hub.yourtakeonscience.com/hub/default?list&page=4)
18:41:39	25790/25790	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:41:40%20GMT	http://hub.yourtakeonscience.com/hub/default?id=461;prvw;js=n	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaultece5.html	(from http://hub.yourtakeonscience.com/hub/default?list&page=4)
18:41:39	25790/25790	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:41:40%20GMT	http://hub.yourtakeonscience.com/hub/default?id=477;prvw;js=n	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default5dad.html	(from http://hub.yourtakeonscience.com/hub/default?list&page=4)
18:41:40	25790/25790	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:41:41%20GMT	http://hub.yourtakeonscience.com/hub/default?id=750;prvw;js=n	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default4656.html	(from http://hub.yourtakeonscience.com/hub/default?list&page=4)
18:41:40	25789/25789	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:41:41%20GMT	http://hub.yourtakeonscience.com/hub/default?id=96;prvw;js=n	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaultd274.html	(from http://hub.yourtakeonscience.com/hub/default?list&page=4)
18:41:41	25789/25789	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:41:42%20GMT	http://hub.yourtakeonscience.com/hub/default?id=19;prvw;js=n	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default6ec3.html	(from http://hub.yourtakeonscience.com/hub/default?list&page=4)
18:41:41	25790/25790	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:41:42%20GMT	http://hub.yourtakeonscience.com/hub/default?id=257;prvw;js=n	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default146c.html	(from http://hub.yourtakeonscience.com/hub/default?list&page=4)
18:41:42	25790/25790	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:41:43%20GMT	http://hub.yourtakeonscience.com/hub/default?id=592;prvw;js=n	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaulteeba.html	(from http://hub.yourtakeonscience.com/hub/default?list&page=4)
18:41:42	25790/25790	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:41:43%20GMT	http://hub.yourtakeonscience.com/hub/default?id=200;prvw;js=n	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default7ec8.html	(from http://hub.yourtakeonscience.com/hub/default?list&page=4)
18:41:43	3126/3126	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:41:44%20GMT	http://hub.yourtakeonscience.com/hub/default?id=589;prvw;js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/defaultd311.html	(from http://hub.yourtakeonscience.com/hub/default?id=589;prvw;js=n)
18:41:43	3116/3116	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:41:44%20GMT	http://hub.yourtakeonscience.com/hub/default?id=719;prvw;js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default6d4d.html	(from http://hub.yourtakeonscience.com/hub/default?id=719;prvw;js=n)
18:41:44	3158/3158	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2020:41:45%20GMT	http://hub.yourtakeonscience.com/hub/default?id=288;prvw;js=y	E:/Desktop/6502%20Complete%20Reference/6502%20Complete%20Reference/hub.yourtakeonscience.com/hub/default12ef.html	(from http://hub.yourtakeonscience.com/hub/default?id=288;prvw;js=n)
